feat_skill_python,feat_skill_sql,feat_skill_excel,feat_skill_tableau,feat_skill_power_bi,feat_skill_project_management,feat_skill_machine_learning,feat_skill_deep_learning,feat_skill_nlp,feat_skill_pandas,feat_skill_numpy,feat_skill_spark,feat_skill_aws,feat_skill_azure,feat_skill_gcp,feat_skill_docker,feat_skill_kubernetes,feat_skill_snowflake,feat_num_skills_matched,feat_degree_bachelor,feat_degree_master,feat_degree_mba,feat_degree_phd,feat_top_degree_level,feat_high_title,feat_job_tech,feat_job_sales,feat_job_marketing,feat_job_finance,feat_job_operations,feat_job_hr,feat_job_product,feat_job_design,feat_cert_aws,feat_cert_pmp,feat_cert_scrum,feat_cert_csm,feat_cert_six_sigma,feat_cert_cfa,feat_cert_cpa,feat_cert_azure,feat_cert_gcp,feat_num_promotions,feat_years_experience_extracted,feat_has_metrics,feat_text_len_chars,feat_text_len_words,Experience (Years),Salary Expectation ($),Projects Count,Resume_ID,AI Score (0-100),Recruiter_Decision,_ai_bin,AI Score (Uniform 0-100),feat_salary_extracted,text_len
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,0,70344,4,894,40,Reject,"(35.0, 45.0]",15.076013513513514,86371.0,2756.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,12,7,46848,0,4,95,Hire,"(80.0, 100.0]",79.6875,81835.0,2666.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62,10,2,62312,1,59,35,Reject,"(14.999, 35.0]",10.219594594594597,83168.0,2782.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,12,2,84569,7,695,75,Hire,"(62.5, 80.0]",65.79391891891892,72049.0,2155.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,12,1,64383,4,240,50,Reject,"(45.0, 50.0]",31.29222972972973,75423.0,1970.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,118,14,9,94447,4,270,100,Hire,"(80.0, 100.0]",90.37162162162164,84589.0,2470.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76,12,5,85526,1,415,75,Hire,"(62.5, 80.0]",65.79391891891892,90932.0,2535.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119,14,6,80085,10,457,100,Hire,"(80.0, 100.0]",90.37162162162164,89492.0,2235.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,12,1,58162,5,190,65,Hire,"(62.5, 80.0]",52.78716216216216,77158.0,2283.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,11,5,101471,0,411,70,Hire,"(62.5, 80.0]",59.332770270270274,80248.0,2467.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,11,0,118756,9,410,65,Hire,"(62.5, 80.0]",52.78716216216216,77400.0,1857.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,13,0,49006,3,636,40,Reject,"(35.0, 45.0]",15.076013513513514,89554.0,2471.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,91,14,3,99842,4,211,75,Hire,"(62.5, 80.0]",65.79391891891892,79874.0,2167.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,12,6,66802,1,585,90,Hire,"(80.0, 100.0]",77.74493243243244,85151.0,1872.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,12,10,92689,8,288,100,Hire,"(80.0, 100.0]",90.37162162162164,88639.0,2531.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,13,2,63016,7,168,80,Hire,"(62.5, 80.0]",72.12837837837837,71154.0,2645.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,77,12,6,64338,10,540,100,Hire,"(80.0, 100.0]",90.37162162162164,74499.0,2175.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,13,3,105232,1,731,60,Reject,"(50.0, 60.0]",45.86148648648648,76295.0,1589.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,13,10,77427,10,824,100,Hire,"(80.0, 100.0]",90.37162162162164,92581.0,2197.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,10,6,49261,1,983,80,Hire,"(62.5, 80.0]",72.12837837837837,82183.0,2701.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103,14,7,117704,10,165,100,Hire,"(80.0, 100.0]",90.37162162162164,82874.0,2039.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,69,13,7,67871,10,978,100,Hire,"(80.0, 100.0]",90.37162162162164,88032.0,2231.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,14,3,77893,10,438,100,Hire,"(80.0, 100.0]",90.37162162162164,75539.0,2368.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,13,1,86353,2,975,50,Reject,"(45.0, 50.0]",31.29222972972973,79637.0,1540.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,14,0,63564,6,524,55,Reject,"(50.0, 60.0]",39.61148648648648,90583.0,2239.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,12,0,96555,5,15,45,Reject,"(35.0, 45.0]",21.32601351351352,94829.0,2001.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,92,13,1,57375,2,376,45,Reject,"(35.0, 45.0]",21.32601351351352,85586.0,2458.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,13,7,91922,0,335,90,Hire,"(80.0, 100.0]",77.74493243243244,72557.0,2668.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,56,9,1,105641,2,547,30,Reject,"(14.999, 35.0]",5.701013513513513,75592.0,2724.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13,2,44219,4,850,55,Reject,"(50.0, 60.0]",39.61148648648648,86482.0,2428.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,68,12,10,85192,2,389,100,Hire,"(80.0, 100.0]",90.37162162162164,72200.0,1960.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,11,5,88058,0,909,70,Hire,"(62.5, 80.0]",59.332770270270274,84172.0,2231.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,11,4,90906,3,607,70,Hire,"(62.5, 80.0]",59.332770270270274,72961.0,2251.0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,4,49331,7,91,95,Hire,"(80.0, 100.0]",79.6875,84207.0,2424.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,11,2,62666,1,591,50,Reject,"(45.0, 50.0]",31.29222972972973,91357.0,2408.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,13,1,82007,10,933,85,Hire,"(80.0, 100.0]",76.30912162162163,90817.0,2776.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,11,1,52956,8,766,75,Hire,"(62.5, 80.0]",65.79391891891892,81969.0,1889.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63,12,5,97505,7,38,100,Hire,"(80.0, 100.0]",90.37162162162164,72869.0,2382.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13,3,44121,0,939,60,Reject,"(50.0, 60.0]",45.86148648648648,87340.0,1755.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,13,1,60495,7,182,65,Hire,"(62.5, 80.0]",52.78716216216216,83992.0,2208.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,12,10,89543,5,268,100,Hire,"(80.0, 100.0]",90.37162162162164,94736.0,1949.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90,13,3,59564,2,834,65,Hire,"(62.5, 80.0]",52.78716216216216,75699.0,1509.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,13,1,94795,7,984,75,Hire,"(62.5, 80.0]",65.79391891891892,93328.0,2323.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103,12,0,63561,5,506,45,Reject,"(35.0, 45.0]",21.32601351351352,90877.0,2297.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11,3,41769,3,215,60,Reject,"(50.0, 60.0]",45.86148648648648,91295.0,2765.0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,12,2,76264,4,988,65,Hire,"(62.5, 80.0]",52.78716216216216,73987.0,2774.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,13,1,58515,6,477,55,Reject,"(50.0, 60.0]",39.61148648648648,92399.0,2376.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,9,88498,9,116,100,Hire,"(80.0, 100.0]",90.37162162162164,83446.0,2528.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,14,3,79930,9,496,100,Hire,"(80.0, 100.0]",90.37162162162164,71218.0,2642.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,84,13,9,45043,5,353,100,Hire,"(80.0, 100.0]",90.37162162162164,90880.0,2515.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,5,41530,0,533,70,Hire,"(62.5, 80.0]",59.332770270270274,74735.0,1873.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,80,11,3,53518,7,684,85,Hire,"(80.0, 100.0]",76.30912162162163,81296.0,2588.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,13,2,70971,3,670,60,Reject,"(50.0, 60.0]",45.86148648648648,74555.0,1645.0
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,12,0,73914,1,280,25,Reject,"(14.999, 35.0]",2.702702702702702,79146.0,1723.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,9,7,106469,0,39,80,Hire,"(62.5, 80.0]",72.12837837837837,58050.0,2412.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,13,0,93079,2,822,30,Reject,"(14.999, 35.0]",5.701013513513513,62757.0,1326.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,13,2,59121,4,317,60,Reject,"(50.0, 60.0]",45.86148648648648,69830.0,2002.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,13,4,113477,2,701,70,Hire,"(62.5, 80.0]",59.332770270270274,67429.0,1212.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,12,0,82635,7,311,50,Reject,"(45.0, 50.0]",31.29222972972973,56893.0,2440.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,93,12,2,54759,1,334,50,Reject,"(45.0, 50.0]",31.29222972972973,68077.0,1976.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,107,14,0,77105,4,514,50,Reject,"(45.0, 50.0]",31.29222972972973,64373.0,1944.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101,14,3,66379,6,18,80,Hire,"(62.5, 80.0]",72.12837837837837,64565.0,1838.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,10,6,59504,1,421,80,Hire,"(62.5, 80.0]",72.12837837837837,53436.0,1254.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,10,4,116278,0,504,50,Reject,"(45.0, 50.0]",31.29222972972973,58754.0,2272.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,12,0,108549,2,658,30,Reject,"(14.999, 35.0]",5.701013513513513,60677.0,1660.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,94,12,7,64888,5,889,100,Hire,"(80.0, 100.0]",90.37162162162164,55895.0,1534.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,98,13,1,74376,9,513,80,Hire,"(62.5, 80.0]",72.12837837837837,69738.0,1554.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,11,2,115687,7,350,65,Hire,"(62.5, 80.0]",52.78716216216216,66609.0,1972.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,80,11,1,60465,3,192,45,Reject,"(35.0, 45.0]",21.32601351351352,65636.0,1667.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,78,11,0,64620,6,244,50,Reject,"(45.0, 50.0]",31.29222972972973,71277.0,1625.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,9,4,87051,0,412,50,Reject,"(45.0, 50.0]",31.29222972972973,57022.0,1908.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,107,14,5,74090,3,606,95,Hire,"(80.0, 100.0]",79.6875,59151.0,1920.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,89,12,2,60533,2,367,45,Reject,"(35.0, 45.0]",21.32601351351352,45600.0,2046.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,105,13,8,83146,10,999,100,Hire,"(80.0, 100.0]",90.37162162162164,57996.0,2146.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89,12,0,114364,9,996,60,Reject,"(50.0, 60.0]",45.86148648648648,59007.0,1826.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,9,9,77138,0,221,100,Hire,"(80.0, 100.0]",90.37162162162164,62946.0,1863.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,10,7,42894,0,136,80,Hire,"(62.5, 80.0]",72.12837837837837,74067.0,1282.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,107,14,6,109463,6,941,100,Hire,"(80.0, 100.0]",90.37162162162164,54642.0,2318.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,12,2,60745,0,901,40,Reject,"(35.0, 45.0]",15.076013513513514,61312.0,2258.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,12,0,74792,5,267,45,Reject,"(35.0, 45.0]",21.32601351351352,57679.0,2301.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,12,3,106073,4,641,70,Hire,"(62.5, 80.0]",59.332770270270274,58208.0,1606.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,9,2,41824,7,662,65,Hire,"(62.5, 80.0]",52.78716216216216,73723.0,1150.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,92,13,5,45733,0,950,75,Hire,"(62.5, 80.0]",65.79391891891892,68589.0,1200.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,11,8,97521,7,104,100,Hire,"(80.0, 100.0]",90.37162162162164,60716.0,1834.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11,0,47079,8,272,50,Reject,"(45.0, 50.0]",31.29222972972973,67453.0,1916.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,9,3,55213,9,344,85,Hire,"(80.0, 100.0]",76.30912162162163,53444.0,1648.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,10,1,95656,9,398,65,Hire,"(62.5, 80.0]",52.78716216216216,60757.0,2030.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,13,1,99954,8,947,70,Hire,"(62.5, 80.0]",59.332770270270274,64434.0,1637.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,11,0,97659,4,360,30,Reject,"(14.999, 35.0]",5.701013513513513,51060.0,1233.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,9,4,98557,2,631,60,Reject,"(50.0, 60.0]",45.86148648648648,68711.0,1294.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,10,2,64118,0,535,30,Reject,"(14.999, 35.0]",5.701013513513513,53420.0,2245.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,13,4,75555,0,339,60,Reject,"(50.0, 60.0]",45.86148648648648,50301.0,1303.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,10,2,116969,7,844,65,Hire,"(62.5, 80.0]",52.78716216216216,62468.0,1399.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,91,12,4,96836,1,225,70,Hire,"(62.5, 80.0]",59.332770270270274,66990.0,1823.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,12,4,114988,5,137,80,Hire,"(62.5, 80.0]",72.12837837837837,69554.0,1587.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,97,13,3,45475,3,588,70,Hire,"(62.5, 80.0]",59.332770270270274,50699.0,1267.0
